index,sender_name,dateTime,timeElapsed,answerTime_s,answerTime_m
1248,Klara,2020-09-24T17:34:43Z,49171567.26499987,817.936999797821,13.632283329963684
1249,Jonathan,2020-09-24T17:21:05Z,49170749.32800007,NA,NA
1250,Jonathan,2020-09-24T17:21:02Z,49170746.35100007,4909.5650000572205,81.826083334287
1251,Klara,2020-09-24T15:59:13Z,49165836.78600001,172.60000014305115,2.8766666690508527
1252,Jonathan,2020-09-24T15:56:20Z,49165664.18599987,962.3639998435974,16.03939999739329
1253,Klara,2020-09-24T15:40:18Z,49164701.82200003,3996.5460000038147,66.60910000006358
1254,Jonathan,2020-09-24T14:33:41Z,49160705.27600002,1556.3810000419617,25.939683334032694
1255,Klara,2020-09-24T14:07:45Z,49159148.89499998,686.0050001144409,11.433416668574015
1256,Jonathan,2020-09-24T13:56:19Z,49158462.88999987,2084.0679998397827,34.73446666399638
1257,Klara,2020-09-24T13:21:35Z,49156378.82200003,3111.3740000724792,51.85623333454132
1258,Jonathan,2020-09-24T12:29:43Z,49153267.447999954,6722.009999990463,112.03349999984106
1259,Klara,2020-09-24T10:37:41Z,49146545.437999964,625.2149999141693,10.420249998569489
1260,Jonathan,2020-09-24T10:27:16Z,49145920.22300005,4126.121999979019,68.76869999965032
1261,Klara,2020-09-24T09:18:30Z,49141794.10100007,44555.045000076294,742.5840833346049
1262,Jonathan,2020-09-23T20:55:55Z,49097239.055999994,NA,NA
1263,Jonathan,2020-09-23T20:55:49Z,49097233.23000002,1015.0280001163483,16.91713333527247
1264,Klara,2020-09-23T20:38:54Z,49096218.2019999,NA,NA
1265,Klara,2020-09-23T20:38:25Z,49096189.42000008,NA,NA
1266,Klara,2020-09-23T20:23:19Z,49095283.004999876,229.1399998664856,3.81899999777476
1267,Jonathan,2020-09-23T20:19:30Z,49095053.86500001,606.2220001220703,10.103700002034506
1268,Klara,2020-09-23T20:09:24Z,49094447.64299989,216.25,3.6041666666666665
1269,Jonathan,2020-09-23T20:05:47Z,49094231.39299989,215.5609998703003,3.5926833311716715
1270,Klara,2020-09-23T20:02:12Z,49094015.83200002,NA,NA
1271,Klara,2020-09-23T20:01:03Z,49093947.14299989,369.88499999046326,6.164749999841054
1272,Jonathan,2020-09-23T19:54:53Z,49093577.2579999,831.6459999084473,13.860766665140789
1273,Klara,2020-09-23T19:41:01Z,49092745.61199999,NA,NA
1274,Klara,2020-09-23T19:40:29Z,49092713.43499994,164.66599988937378,2.744433331489563
1275,Jonathan,2020-09-23T19:37:45Z,49092548.76900005,NA,NA
1276,Jonathan,2020-09-23T19:37:30Z,49092533.98600006,NA,NA
1277,Jonathan,2020-09-23T19:36:39Z,49092482.792000055,373.58200001716614,6.226366666952769
1278,Klara,2020-09-23T19:30:25Z,49092109.21000004,1299.1800000667572,21.65300000111262
1279,Jonathan,2020-09-23T19:08:46Z,49090810.02999997,109.95000004768372,1.8325000007947285
1280,Klara,2020-09-23T19:06:56Z,49090700.07999992,NA,NA
1281,Klara,2020-09-23T19:05:39Z,49090622.92299986,1160.4589998722076,19.34098333120346
